"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_393_6400d75e9adc0","420","dias após a data da fatura","23","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_394_6400d75e9ae00","450","dias após a data da fatura","24","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_395_6400d75e9ae42","480","dias após a data da fatura","25","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_396_6400d75e9ae82","510","dias após a data da fatura","26","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_397_6400d75e9aec1","540","dias após a data da fatura","27","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_398_6400d75e9af01","570","dias após a data da fatura","28","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_399_6400d75e9af40","600","dias após a data da fatura","29","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_400_6400d75e9af80","630","dias após a data da fatura","30","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_401_6400d75e9afbf","660","dias após a data da fatura","31","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_402_6400d75e9afff","690","dias após a data da fatura","32","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_403_6400d75e9b03e","720","dias após a data da fatura","33","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_404_6400d75e9b07e","750","dias após a data da fatura","34","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_405_6400d75e9b0bd","780","dias após a data da fatura","35","Percentual","3.5714"
"","","","","","10","__export__.account_payment_term_line_406_6400d75e9b0fd","810","dias após a data da fatura","36","Saldo","0.0"
"__export__.account_payment_term_39_6400d75e9b139","recorrencia_futura_29x","Recorrência Futura","29","Recorrência futura em 29 meses","0","__export__.account_payment_term_line_407_6400d75e9b172","0","dias após a data da fatura","9","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_408_6400d75e9b1b4","30","dias após a data da fatura","10","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_409_6400d75e9b1f4","60","dias após a data da fatura","11","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_410_6400d75e9b234","90","dias após a data da fatura","12","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_411_6400d75e9b273","120","dias após a data da fatura","13","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_412_6400d75e9b2b3","150","dias após a data da fatura","14","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_413_6400d75e9b2f2","180","dias após a data da fatura","15","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_414_6400d75e9b332","210","dias após a data da fatura","16","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_415_6400d75e9b371","240","dias após a data da fatura","17","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_416_6400d75e9b3b0","270","dias após a data da fatura","18","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_417_6400d75e9b3f0","300","dias após a data da fatura","19","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_418_6400d75e9b42f","330","dias após a data da fatura","20","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_419_6400d75e9b46f","360","dias após a data da fatura","21","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_420_6400d75e9b4ae","390","dias após a data da fatura","22","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_421_6400d75e9b4ee","420","dias após a data da fatura","23","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_422_6400d75e9b52d","450","dias após a data da fatura","24","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_423_6400d75e9b56e","480","dias após a data da fatura","25","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_424_6400d75e9b5af","510","dias após a data da fatura","26","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_425_6400d75e9b5f0","540","dias após a data da fatura","27","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_426_6400d75e9b630","570","dias após a data da fatura","28","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_427_6400d75e9b670","600","dias após a data da fatura","29","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_428_6400d75e9b6af","630","dias após a data da fatura","30","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_429_6400d75e9b6f1","660","dias após a data da fatura","31","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_430_6400d75e9b731","690","dias após a data da fatura","32","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_431_6400d75e9b770","720","dias após a data da fatura","33","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_432_6400d75e9b7b0","750","dias após a data da fatura","34","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_433_6400d75e9b7ef","780","dias após a data da fatura","35","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_434_6400d75e9b82f","810","dias após a data da fatura","36","Percentual","3.4483"
"","","","","","10","__export__.account_payment_term_line_435_6400d75e9b86e","840","dias após a data da fatura","37","Saldo","0.0"
"__export__.account_payment_term_40_6400d75e9b8aa","recorrencia_futura_30x","Recorrência Futura","30","Recorrência futura em 30 meses","0","__export__.account_payment_term_line_436_6400d75e9b8e3","0","dias após a data da fatura","9","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_437_6400d75e9b923","30","dias após a data da fatura","10","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_438_6400d75e9b963","60","dias após a data da fatura","11","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_439_6400d75e9b9a5","90","dias após a data da fatura","12","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_440_6400d75e9b9e5","120","dias após a data da fatura","13","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_441_6400d75e9ba25","150","dias após a data da fatura","14","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_442_6400d75e9ba64","180","dias após a data da fatura","15","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_443_6400d75e9baa5","210","dias após a data da fatura","16","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_444_6400d75e9bae4","240","dias após a data da fatura","17","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_445_6400d75e9bb25","270","dias após a data da fatura","18","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_446_6400d75e9bb64","300","dias após a data da fatura","19","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_447_6400d75e9bba4","330","dias após a data da fatura","20","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_448_6400d75e9bbe4","360","dias após a data da fatura","21","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_449_6400d75e9bc22","390","dias após a data da fatura","22","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_450_6400d75e9bc63","420","dias após a data da fatura","23","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_451_6400d75e9bca2","450","dias após a data da fatura","24","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_452_6400d75e9bce3","480","dias após a data da fatura","25","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_453_6400d75e9bd22","510","dias após a data da fatura","26","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_454_6400d75e9bd62","540","dias após a data da fatura","27","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_455_6400d75e9bda3","570","dias após a data da fatura","28","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_456_6400d75e9bde3","600","dias após a data da fatura","29","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_457_6400d75e9be23","630","dias após a data da fatura","30","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_458_6400d75e9be62","660","dias após a data da fatura","31","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_459_6400d75e9bea2","690","dias após a data da fatura","32","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_460_6400d75e9bee2","720","dias após a data da fatura","33","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_461_6400d75e9bf21","750","dias após a data da fatura","34","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_462_6400d75e9bf65","780","dias após a data da fatura","35","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_463_6400d75e9bfa5","810","dias após a data da fatura","36","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_464_6400d75e9bfe5","840","dias após a data da fatura","37","Percentual","3.3333"
"","","","","","10","__export__.account_payment_term_line_465_6400d75e9c025","870","dias após a data da fatura","38","Saldo","0.0"
"__export__.account_payment_term_41_6400d75e9c061","recorrencia_futura_31x","Recorrência Futura","31","Recorrência futura em 31 meses","0","__export__.account_payment_term_line_466_6400d75e9c09a","0","dias após a data da fatura","9","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_467_6400d75e9c0d9","30","dias após a data da fatura","10","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_468_6400d75e9c119","60","dias após a data da fatura","11","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_469_6400d75e9c159","90","dias após a data da fatura","12","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_470_6400d75e9c19a","120","dias após a data da fatura","13","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_471_6400d75e9c1da","150","dias após a data da fatura","14","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_472_6400d75e9c21a","180","dias após a data da fatura","15","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_473_6400d75e9c259","210","dias após a data da fatura","16","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_474_6400d75e9c299","240","dias após a data da fatura","17","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_475_6400d75e9c2d8","270","dias após a data da fatura","18","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_476_6400d75e9c318","300","dias após a data da fatura","19","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_477_6400d75e9c357","330","dias após a data da fatura","20","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_478_6400d75e9c397","360","dias após a data da fatura","21","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_479_6400d75e9c3d7","390","dias após a data da fatura","22","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_480_6400d75e9c416","420","dias após a data da fatura","23","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_481_6400d75e9c456","450","dias após a data da fatura","24","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_482_6400d75e9c495","480","dias após a data da fatura","25","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_483_6400d75e9c4d5","510","dias após a data da fatura","26","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_484_6400d75e9c514","540","dias após a data da fatura","27","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_485_6400d75e9c554","570","dias após a data da fatura","28","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_486_6400d75e9c596","600","dias após a data da fatura","29","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_487_6400d75e9c5d6","630","dias após a data da fatura","30","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_488_6400d75e9c615","660","dias após a data da fatura","31","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_489_6400d75e9c655","690","dias após a data da fatura","32","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_490_6400d75e9c694","720","dias após a data da fatura","33","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_491_6400d75e9c6d4","750","dias após a data da fatura","34","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_492_6400d75e9c713","780","dias após a data da fatura","35","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_493_6400d75e9c753","810","dias após a data da fatura","36","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_494_6400d75e9c792","840","dias após a data da fatura","37","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_495_6400d75e9c7d2","870","dias após a data da fatura","38","Percentual","3.2258"
"","","","","","10","__export__.account_payment_term_line_496_6400d75e9c815","900","dias após a data da fatura","39","Saldo","0.0"
"__export__.account_payment_term_42_6400d75e9c852","recorrencia_futura_32x","Recorrência Futura","32","Recorrência futura em 32 meses","0","__export__.account_payment_term_line_497_6400d75e9c88b","0","dias após a data da fatura","9","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_498_6400d75e9c8ca","30","dias após a data da fatura","10","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_499_6400d75e9c90a","60","dias após a data da fatura","11","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_500_6400d75e9c94a","90","dias após a data da fatura","12","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_501_6400d75e9c98b","120","dias após a data da fatura","13","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_502_6400d75e9c9cb","150","dias após a data da fatura","14","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_503_6400d75e9ca0b","180","dias após a data da fatura","15","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_504_6400d75e9ca4a","210","dias após a data da fatura","16","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_505_6400d75e9ca8a","240","dias após a data da fatura","17","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_506_6400d75e9cac9","270","dias após a data da fatura","18","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_507_6400d75e9cb09","300","dias após a data da fatura","19","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_508_6400d75e9cb48","330","dias após a data da fatura","20","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_509_6400d75e9cb88","360","dias após a data da fatura","21","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_510_6400d75e9cbc1","390","dias após a data da fatura","22","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_511_6400d75e9cc02","420","dias após a data da fatura","23","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_512_6400d75e9cc41","450","dias após a data da fatura","24","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_513_6400d75e9cc81","480","dias após a data da fatura","25","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_514_6400d75e9ccc0","510","dias após a data da fatura","26","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_515_6400d75e9cd00","540","dias após a data da fatura","27","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_516_6400d75e9cd3f","570","dias após a data da fatura","28","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_517_6400d75e9cd81","600","dias após a data da fatura","29","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_518_6400d75e9cdc0","630","dias após a data da fatura","30","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_519_6400d75e9ce00","660","dias após a data da fatura","31","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_520_6400d75e9ce40","690","dias após a data da fatura","32","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_521_6400d75e9ce80","720","dias após a data da fatura","33","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_522_6400d75e9cebf","750","dias após a data da fatura","34","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_523_6400d75e9ceff","780","dias após a data da fatura","35","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_524_6400d75e9cf3e","810","dias após a data da fatura","36","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_525_6400d75e9cf7d","840","dias após a data da fatura","37","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_526_6400d75e9cfbd","870","dias após a data da fatura","38","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_527_6400d75e9cffc","900","dias após a data da fatura","39","Percentual","3.125"
"","","","","","10","__export__.account_payment_term_line_528_6400d75e9d03c","930","dias após a data da fatura","40","Saldo","0.0"
"__export__.account_payment_term_43_6400d75e9d078","recorrencia_futura_33x","Recorrência Futura","33","Recorrência futura em 33 meses","0","__export__.account_payment_term_line_529_6400d75e9d0b3","0","dias após a data da fatura","9","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_530_6400d75e9d0f3","30","dias após a data da fatura","10","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_531_6400d75e9d133","60","dias após a data da fatura","11","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_532_6400d75e9d174","90","dias após a data da fatura","12","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_533_6400d75e9d1b4","120","dias após a data da fatura","13","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_534_6400d75e9d1f4","150","dias após a data da fatura","14","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_535_6400d75e9d234","180","dias após a data da fatura","15","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_536_6400d75e9d273","210","dias após a data da fatura","16","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_537_6400d75e9d2b3","240","dias após a data da fatura","17","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_538_6400d75e9d2f2","270","dias após a data da fatura","18","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_539_6400d75e9d332","300","dias após a data da fatura","19","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_540_6400d75e9d371","330","dias após a data da fatura","20","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_541_6400d75e9d3b1","360","dias após a data da fatura","21","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_542_6400d75e9d3f0","390","dias após a data da fatura","22","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_543_6400d75e9d430","420","dias após a data da fatura","23","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_544_6400d75e9d470","450","dias após a data da fatura","24","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_545_6400d75e9d4af","480","dias após a data da fatura","25","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_546_6400d75e9d4ef","510","dias após a data da fatura","26","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_547_6400d75e9d52e","540","dias após a data da fatura","27","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_548_6400d75e9d570","570","dias após a data da fatura","28","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_549_6400d75e9d5b0","600","dias após a data da fatura","29","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_550_6400d75e9d5ef","630","dias após a data da fatura","30","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_551_6400d75e9d62f","660","dias após a data da fatura","31","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_552_6400d75e9d66e","690","dias após a data da fatura","32","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_553_6400d75e9d6ae","720","dias após a data da fatura","33","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_554_6400d75e9d6ed","750","dias após a data da fatura","34","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_555_6400d75e9d72d","780","dias após a data da fatura","35","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_556_6400d75e9d76d","810","dias após a data da fatura","36","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_557_6400d75e9d7ac","840","dias após a data da fatura","37","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_558_6400d75e9d7ec","870","dias após a data da fatura","38","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_559_6400d75e9d82b","900","dias após a data da fatura","39","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_560_6400d75e9d86b","930","dias após a data da fatura","40","Percentual","3.0303"
"","","","","","10","__export__.account_payment_term_line_561_6400d75e9d8aa","960","dias após a data da fatura","41","Saldo","0.0"
"__export__.account_payment_term_44_6400d75e9d8e6","recorrencia_futura_34x","Recorrência Futura","34","Recorrência futura em 34 meses","0","__export__.account_payment_term_line_562_6400d75e9d91f","0","dias após a data da fatura","9","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_563_6400d75e9d963","30","dias após a data da fatura","10","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_564_6400d75e9d9a3","60","dias após a data da fatura","11","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_565_6400d75e9d9e3","90","dias após a data da fatura","12","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_566_6400d75e9da23","120","dias após a data da fatura","13","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_567_6400d75e9da63","150","dias após a data da fatura","14","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_568_6400d75e9daa2","180","dias após a data da fatura","15","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_569_6400d75e9dae2","210","dias após a data da fatura","16","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_570_6400d75e9db22","240","dias após a data da fatura","17","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_571_6400d75e9db61","270","dias após a data da fatura","18","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_572_6400d75e9dba2","300","dias após a data da fatura","19","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_573_6400d75e9dbe1","330","dias após a data da fatura","20","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_574_6400d75e9dc21","360","dias após a data da fatura","21","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_575_6400d75e9dc60","390","dias após a data da fatura","22","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_576_6400d75e9dca0","420","dias após a data da fatura","23","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_577_6400d75e9dcdf","450","dias após a data da fatura","24","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_578_6400d75e9dd1f","480","dias após a data da fatura","25","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_579_6400d75e9dd61","510","dias após a data da fatura","26","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_580_6400d75e9dda1","540","dias após a data da fatura","27","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_581_6400d75e9dde0","570","dias após a data da fatura","28","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_582_6400d75e9de20","600","dias após a data da fatura","29","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_583_6400d75e9de60","630","dias após a data da fatura","30","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_584_6400d75e9de9f","660","dias após a data da fatura","31","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_585_6400d75e9dedf","690","dias após a data da fatura","32","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_586_6400d75e9df1f","720","dias após a data da fatura","33","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_587_6400d75e9df5e","750","dias após a data da fatura","34","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_588_6400d75e9df9e","780","dias após a data da fatura","35","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_589_6400d75e9dfdd","810","dias após a data da fatura","36","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_590_6400d75e9e01d","840","dias após a data da fatura","37","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_591_6400d75e9e05d","870","dias após a data da fatura","38","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_592_6400d75e9e09c","900","dias após a data da fatura","39","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_593_6400d75e9e0dc","930","dias após a data da fatura","40","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_594_6400d75e9e11c","960","dias após a data da fatura","41","Percentual","2.9412"
"","","","","","10","__export__.account_payment_term_line_595_6400d75e9e15d","990","dias após a data da fatura","42","Saldo","0.0"
"__export__.account_payment_term_45_6400d75e9e19a","recorrencia_futura_35x","Recorrência Futura","35","Recorrência futura em 35 meses","0","__export__.account_payment_term_line_596_6400d75e9e1d5","0","dias após a data da fatura","9","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_597_6400d75e9e216","30","dias após a data da fatura","10","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_598_6400d75e9e255","60","dias após a data da fatura","11","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_599_6400d75e9e295","90","dias após a data da fatura","12","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_600_6400d75e9e2d5","120","dias após a data da fatura","13","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_601_6400d75e9e314","150","dias após a data da fatura","14","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_602_6400d75e9e354","180","dias após a data da fatura","15","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_603_6400d75e9e393","210","dias após a data da fatura","16","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_604_6400d75e9e3d3","240","dias após a data da fatura","17","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_605_6400d75e9e412","270","dias após a data da fatura","18","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_606_6400d75e9e452","300","dias após a data da fatura","19","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_607_6400d75e9e492","330","dias após a data da fatura","20","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_608_6400d75e9e4d1","360","dias após a data da fatura","21","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_609_6400d75e9e511","390","dias após a data da fatura","22","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_610_6400d75e9e552","420","dias após a data da fatura","23","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_611_6400d75e9e592","450","dias após a data da fatura","24","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_612_6400d75e9e5d1","480","dias após a data da fatura","25","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_613_6400d75e9e611","510","dias após a data da fatura","26","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_614_6400d75e9e651","540","dias após a data da fatura","27","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_615_6400d75e9e690","570","dias após a data da fatura","28","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_616_6400d75e9e6d0","600","dias após a data da fatura","29","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_617_6400d75e9e70f","630","dias após a data da fatura","30","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_618_6400d75e9e74f","660","dias após a data da fatura","31","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_619_6400d75e9e78e","690","dias após a data da fatura","32","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_620_6400d75e9e7ce","720","dias após a data da fatura","33","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_621_6400d75e9e80f","750","dias após a data da fatura","34","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_622_6400d75e9e84f","780","dias após a data da fatura","35","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_623_6400d75e9e88e","810","dias após a data da fatura","36","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_624_6400d75e9e8ce","840","dias após a data da fatura","37","Percentual","2.8571"
"","","","","","10","__export__.account_payment_term_line_625_6400d75e9e90d","870","dias após a data da fatura","38","Percentual","2.8571"
